name,price,composition,gender,age,category,subcategory,description,img_url,url,scrapped-at
Óculos de sol mormaii kona wood,"R$ 399,00",Altura lente 41 mm | largura lente 59 mm | frente 143 mm |  haste 137 mm | ponte 17 mm | material lente: policarbonato armação: poliamida,Masculino,Adulto,Oculos-de-sol,,"Os óculos kona ganharam uma linha na coleção wood. essa releitura com hastes de madeira deixou a nova versão com muito estilo e personalidade. um dos sucessos da mormaii, o modelo masculino originou-se de um cross com a marca brasileira holls. ousada e focada em óculos de madeira, a união das marcas holls e mormaii resultou na mescla de poliamida e madeira, refletindo um design moderno. a peça, com armação retangular, é reconhecida por sua usabilidade e pode ser encontrada nos tons fumê e preto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531048-450-450/M0123AFW71_PRETO_1.jpg?v=637665780813330000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-kona-wood-m0123afw71/p,12-04-2022
Óculos de sol mormaii kona wood,"R$ 399,00",Altura lente 41 mm | largura lente 59 mm | frente 143 mm |  haste 137 mm | ponte 17 mm | material lente: policarbonato armação: poliamida,Masculino,Adulto,Oculos-de-sol,,"Os óculos kona ganharam uma linha na coleção wood. essa releitura com hastes de madeira deixou a nova versão com muito estilo e personalidade. um dos sucessos da mormaii, o modelo masculino originou-se de um cross com a marca brasileira holls. ousada e focada em óculos de madeira, a união das marcas holls e mormaii resultou na mescla de poliamida e madeira, refletindo um design moderno. a peça, com armação retangular, é reconhecida por sua usabilidade e pode ser encontrada nos tons fumê e preto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531042-450-450/M0123DF901_FUME_1.jpg?v=637665780688300000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-kona-wood-m0123df901/p,12-04-2022
Óculos de sol mormaii maui wood,"R$ 399,00",Altura lente 49 mm | largura lente 55 mm | frente 141 mm | haste 137 mm |  ponte 21 mm | material lente: policarbonato armação: poliamida,Unissex,Adulto,Oculos-de-sol,,"O modelo maiu é um dos maiores sucessos da mormaii e chega agora na versão com detalhes em madeira. os óculos mantêm a frente redonda em poliamida e, desta vez, apostam na leveza e na imponência das hastes em madeira, que trazem charme à peça. o produto foi desenvolvido em parceria com a marca brasileira holls, criativa e autêntica. o match foi incrível e o resultado foi a linha exclusiva wood. o modelo maui pode ser encontrado nas cores preta, com hastes em madeira clara, ou marrom e cinza, com hastes em madeira escura.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531036-450-450/M0124DL433_FUME_1.jpg?v=637665780562900000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-maui-wood-m0124dl433/p,12-04-2022
Óculos de sol mormaii maui wood,"R$ 399,00",Altura lente 49 mm | largura lente 55 mm | frente 141 mm | haste 137 mm |  ponte 21 mm | material lente: policarbonato armação: poliamida,Unissex,Adulto,Oculos-de-sol,,"O modelo maiu é um dos maiores sucessos da mormaii e chega agora na versão com detalhes em madeira. os óculos mantêm a frente redonda em poliamida e, desta vez, apostam na leveza e na imponência das hastes em madeira, que trazem charme à peça. o produto foi desenvolvido em parceria com a marca brasileira holls, criativa e autêntica. o match foi incrível e o resultado foi a linha exclusiva wood. o modelo maui pode ser encontrado nas cores preta, com hastes em madeira clara, ou marrom e cinza, com hastes em madeira escura.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531033-450-450/M0124FG571_MARROM_1.jpg?v=637665780501570000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-maui-wood-m0124fg571/p,12-04-2022
Óculos de sol mormaii cairo wood,"R$ 499,00",Altura lente 44 mm | largura lente 56 mm |  frente 141 mm |  haste 132 mm | ponte 18 mm | material lente: policarbonato armação: poliamida,Masculino,Adulto,Oculos-de-sol,,"A linha wood traz uma nova versão aos clássicos da mormaii, em uma parceria inédita com a marca nacional holls. o modelo cairo, que compõe o look cheio de estilo dos surfistas e skatistas, foi um dos escolhidos e ganhou modelos em quatro diferentes cores. com armação quadrada, as hastes em madeira deram à peça um ar sofisticado, mantendo o street style que o design dos óculos reflete. além da qualidade excepcional, o modelo é casual e ideal para o dia a dia.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531030-450-450/M0125AFL01_PRETO_1.jpg?v=637665780439000000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-cairo-wood-m0125afl01/p,12-04-2022
Óculos de sol mormaii cairo wood,"R$ 499,00",Altura lente 44 mm | largura lente 56 mm |  frente 141 mm |  haste 132 mm | ponte 18 mm | material lente: policarbonato armação: poliamida,Masculino,Adulto,Oculos-de-sol,,"A linha wood traz uma nova versão aos clássicos da mormaii, em uma parceria inédita com a marca nacional holls. o modelo cairo, que compõe o look cheio de estilo dos surfistas e skatistas, foi um dos escolhidos e ganhou modelos em quatro diferentes cores. com armação quadrada, as hastes em madeira deram à peça um ar sofisticado, mantendo o street style que o design dos óculos reflete. além da qualidade excepcional, o modelo é casual e ideal para o dia a dia.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531027-450-450/M0125AFW71_PRETO_1.jpg?v=637665780378330000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-cairo-wood-m0125afw71/p,12-04-2022
Óculos de sol mormaii cairo wood,"R$ 499,00",Altura lente 44 mm | largura lente 56 mm | frente 141 mm | haste 132 mm | ponte 18 mm | material lente: policarbonato armação: poliamida,Masculino,Adulto,Oculos-de-sol,,"A linha wood traz uma nova versão aos clássicos da mormaii, em uma parceria inédita com a marca nacional holls. o modelo cairo, que compõe o look cheio de estilo dos surfistas e skatistas, foi um dos escolhidos e ganhou modelos em quatro diferentes cores. com armação quadrada, as hastes em madeira deram à peça um ar sofisticado, mantendo o street style que o design dos óculos reflete. além da qualidade excepcional, o modelo é casual e ideal para o dia a dia.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531024-450-450/M0125AHS01_PRETO_1.jpg?v=637665780316570000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-cairo-wood-m0125ahs01/p,12-04-2022
Óculos de sol mormaii cairo wood,"R$ 499,00",Altura lente 44 mm |  largura lente 56 mm |  frente 141 mm | haste132 mm | ponte 18 mm |  material lente: policarbonato armação: poliamida,Masculino,Adulto,Oculos-de-sol,,"A linha wood traz uma nova versão aos clássicos da mormaii, em uma parceria inédita com a marca nacional holls. o modelo cairo, que compõe o look cheio de estilo dos surfistas e skatistas, foi um dos escolhidos e ganhou modelos em quatro diferentes cores. com armação quadrada, as hastes em madeira deram à peça um ar sofisticado, mantendo o street style que o design dos óculos reflete. além da qualidade excepcional, o modelo é casual e ideal para o dia a dia.",https://mormaiishop.vteximg.com.br/arquivos/ids/2535464-450-450/M0125DF901_FUME_1.jpg?v=637686513511370000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-cairo-wood-m0125df901/p,12-04-2022
Óculos de sol mormaii boston,"R$ 399,00",Altura lente 43 mm | largura lente 54 mm |  frente 144 mm | haste138 mm | ponte 21 mm | material lente: poliamida armação: acetato,Masculino,Adulto,Oculos-de-sol,,"Com frente em acetato e hastes com fibra de carbono, o modelo boston expressa um visual urbano. os óculos de sol possuem um design flat e shape quadrado, com linhas retas e cores sóbrias. sua armação é versátil e tem personalidade jovem.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531018-450-450/M0126A1471_PRETO_1.jpg?v=637665780141030000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-boston-m0126a1471/p,12-04-2022
Óculos de sol mormaii boston,"R$ 399,00",Altura lente 43 mm | largura lente 54 mm |  frente 144 mm | haste138 mm | ponte 21 mm | material lente: poliamida armação: acetato,Masculino,Adulto,Oculos-de-sol,,"Com frente em acetato e hastes com fibra de carbono, o modelo boston expressa um visual urbano. os óculos de sol possuem um design flat e shape quadrado, com linhas retas e cores sóbrias. sua armação é versátil e tem personalidade jovem.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531015-450-450/M0126AA901_PRETO_1.jpg?v=637665780010970000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-boston-m0126aa901/p,12-04-2022
Óculos de sol mormaii boston,"R$ 399,00",Altura lente 43 mm | largura lente 54 mm |  frente 144 mm | haste138 mm | ponte 21 mm | material lente: poliamida armação: acetato,Masculino,Adulto,Oculos-de-sol,,"Com frente em acetato e hastes com fibra de carbono, o modelo boston expressa um visual urbano. os óculos de sol possuem um design flat e shape quadrado, com linhas retas e cores sóbrias. sua armação é versátil e tem personalidade jovem.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531009-450-450/M0126APC01_PRETO_1.jpg?v=637665779812070000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-boston-m0126apc01/p,12-04-2022
Óculos de sol mormaii boston,"R$ 399,00",Altura lente 43 mm | largura lente 54 mm |  frente 144 mm | haste138 mm | ponte 21 mm | material lente: poliamida armação: acetato,Masculino,Adulto,Oculos-de-sol,,"Com frente em acetato e hastes com fibra de carbono, o modelo boston expressa um visual urbano. os óculos de sol possuem um design flat e shape quadrado, com linhas retas e cores sóbrias. sua armação é versátil e tem personalidade jovem.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531012-450-450/M0126K0309_AZUL_1.jpg?v=637665779885300000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-boston-m0126k0309/p,12-04-2022
Óculos de sol mormaii m0127,"R$ 449,00",Altura lente 42 mm | largura lente 50 mm |  frente 140 mm | haste 137 mm | ponte 22 mm | material lente: poliamida armação: acetato,Unissex,Adulto,Oculos-de-sol,,"O modelo de acetato m0127 é tendência. os óculos foram desenhados com uma paleta de três cores: preto, papaya e translúcido. a armação quadrada dá um efeito fashionista e deixa a peça magnifica e adequável a vários desenhos de rostos. os óculos unissex trazem identidade e personalidade.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531105-450-450/M0127A0233_PRETO_1.jpg?v=637665782446230000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-m0127-m0127a0233/p,12-04-2022
Óculos de sol mormaii m0127,"R$ 449,00",Altura lente 42 mm | largura lente 50 mm | frente 140 mm | haste 137 mm | ponte 22 mm | material lente: poliamida armação: acetato,Unissex,Adulto,Oculos-de-sol,,"O modelo de acetato m0127 é tendência. os óculos foram desenhados com uma paleta de três cores: preto, papaya e translúcido. a armação quadrada dá um efeito fashionista e deixa a peça magnifica e adequável a vários desenhos de rostos. os óculos unissex trazem identidade e personalidade.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531102-450-450/M0127D89A8_TRANSLUCIDO-VERMELHO_1.jpg?v=637665782383070000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-m0127-m0127d89a8/p,12-04-2022
Óculos de sol mormaii m0127,"R$ 449,00",Altura lente 42 mm | largura lente 50 mm | frente 140 mm |  haste 137 mm | ponte 22 mm | material lente: poliamida armação: acetato,Unissex,Adulto,Oculos-de-sol,,"O modelo de acetato m0127 é tendência. os óculos foram desenhados com uma paleta de três cores: preto, papaya e translúcido. a armação quadrada dá um efeito fashionista e deixa a peça magnifica e adequável a vários desenhos de rostos. os óculos unissex trazem identidade e personalidade.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531099-450-450/M0127J82A7_LARANJA_1.jpg?v=637665782322230000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-m0127-m0127j82a7/p,12-04-2022
Óculos de sol mormaii m0128,"R$ 449,00",Altura lente 44 mm |  largura lente 54 mm |  frente 139 mm | haste 137 mm | ponte 18 mm | material lente: poliamida armação: acetato,Unissex,Adulto,Oculos-de-sol,,"O modelo quadrado oversized traz toda a atitude dos óculos de sol, que não passam despercebidos. o produto unissex foi desenhado em quatro cores: preto, marrom, azul e translucido. com frames e hastes em acetato, os óculos se adequam a looks que vão desde fashionistas a esportivos.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531096-450-450/M0128A1401_PRETO_1.jpg?v=637665782261570000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-m0128-m0128a1401/p,12-04-2022
Óculos de sol mormaii m0128,"R$ 449,00",Altura lente 44 mm | largura lente 54 mm | frente 139 mm | haste 137 mm | ponte 18 mm | material lente: poliamida armação: acetato,Unissex,Adulto,Oculos-de-sol,,"O modelo quadrado oversized traz toda a atitude dos óculos de sol, que não passam despercebidos. o produto unissex foi desenhado em quatro cores: preto, marrom, azul e translucido. com frames e hastes em acetato, os óculos se adequam a looks que vão desde fashionistas a esportivos.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531093-450-450/M0128F2181_MARROM_1.jpg?v=637665782184400000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-m0128-m0128f2181/p,12-04-2022
Óculos de sol mormaii m0128,"R$ 449,00",Altura lente 44 mm | largura lente 54 mm |  frente 139 mm | haste 137 mm | ponte 18 mm |  material lente: poliamida armação: acetato,Unissex,Adulto,Oculos-de-sol,,"O modelo quadrado oversized traz toda a atitude dos óculos de sol, que não passam despercebidos. o produto unissex foi desenhado em quatro cores: preto, marrom, azul e translucido. com frames e hastes em acetato, os óculos se adequam a looks que vão desde fashionistas a esportivos.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531090-450-450/M0128KCR18_AZUL_1.jpg?v=637665782052830000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-m0128-m0128kcr18/p,12-04-2022
Óculos de sol mormaii smash,"R$ 399,00",Altura lente 50 mm |  largura lente 138 mm |  frente 142 mm | haste 127 mm | ponte 17 mm | material lente: policarbonato armação: poliamida,Unissex,Adulto,Oculos-de-sol,,"Os óculos smash foram desenhados para esportistas que buscam design e conforto em óculos para suas práticas. o modelo solar unissex é altamente resistente ao impacto, leve, anatômico e com lente-máscara de recorte antiembaçante. com um nome que remete ao golpe de conclusão no jogo de beach tennis, o smash conta com uma edição especial de quatro cores desenvolvidas em collab assinada pelo tricampeão mundial vini font.",https://mormaiishop.vteximg.com.br/arquivos/ids/2531003-450-450/M0129ABV01_PRETO_1.jpg?v=637665779687670000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-smash-m0129abv01/p,12-04-2022
Óculos de sol mormaii smash 2,"R$ 499,00",Altura lente 50 mm |  largura lente 138 mm | frente 142 mm | haste 127 mm | ponte 17 mm | material lente: policarbonato armação: poliamida,Unissex,Adulto,Oculos-de-sol,,"O lançamento smash 2 traz novidades para os atletas que necessitam de óculos de grau para a prática de esportes indoor e outdoor. a tecnologia clip-in permite a adaptação das lentes de grau aliada à proteção das lentes solares, trazendo conforto e praticidade. o modelo, com design altamente anatômico, conta com uma lente extra, que pode ser incolor, comfort night ou comfort sun, dependendo da referência, para melhor adaptação a diferentes situações de luminosidade. os acessórios, como o strap elástico e o clip de contenção de suor, dão ainda mais possibilidades para o uso deste modelo unissex superversátil.",https://mormaiishop.vteximg.com.br/arquivos/ids/2530846-450-450/M0130A1401_PRETO_1.jpg?v=637665777737770000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-smash-2-m0130a1401/p,12-04-2022
